,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Age_Years,Is_Active
745,Full-Time,Zone C,Full-Time,Production       ,Engineers,MA,Engineer,Male,39849,Asian,Married,,0
2041,Part-Time,Zone A,Part-Time,Production       ,General - Con,MA,Laborer,Male,53359,Hispanic,Married,,1
1602,Contract,Zone C,Full-Time,Production       ,General - Eng,MA,Billing,Female,84191,Black,Single,,1
523,Full-Time,Zone A,Part-Time,IT/IS,Fielders,MA,Engineer,Female,2301,Hispanic,Widowed,,1
2793,Part-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Tower Hand,Female,2184,Other,Divorced,44.14,1
1194,Full-Time,Zone B,Temporary,IT/IS,Field Operations,MA,Supervisor,Male,2134,Other,Divorced,49.31,1
360,Full-Time,Zone C,Part-Time,Production       ,General - Sga,MA,Supervisor,Female,69445,White,Widowed,,0
1409,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Laborer,Male,35394,Hispanic,Divorced,,1
1035,Contract,Zone C,Temporary,Production       ,Fielders,MA,Engineer,Female,83401,Other,Widowed,64.5,1
358,Contract,Zone C,Temporary,Production       ,Project Management - Con,MA,Director,Female,13406,Black,Divorced,,1
766,Full-Time,Zone B,Temporary,Production       ,Aerial,MA,Foreman,Female,68342,Black,Married,,0
1451,Part-Time,Zone B,Part-Time,Production       ,Splicing,MA,Manager,Female,78562,White,Single,,1
2833,Contract,Zone B,Temporary,Production       ,General - Con,MA,Splicer,Male,86352,Hispanic,Single,,1
1505,Full-Time,Zone A,Temporary,Sales,General - Sga,MA,Project Manager,Male,1886,Other,Widowed,,1
2867,Full-Time,Zone A,Temporary,Production       ,Aerial,MA,Lineman,Female,12076,Other,Divorced,59.57,0
2771,Contract,Zone A,Temporary,Production       ,General - Con,MA,Laborer,Female,77690,Asian,Married,,1
2318,Contract,Zone B,Part-Time,Sales,Executive,VA,Director,Female,71081,Hispanic,Divorced,,1
1787,Contract,Zone C,Full-Time,IT/IS,Field Operations,MA,Tower Hand,Female,8196,Black,Married,,1
1287,Full-Time,Zone B,Temporary,Sales,Field Operations,MA,Laborer,Female,5062,White,Married,,1
1541,Full-Time,Zone B,Temporary,Production       ,General - Con,MA,Laborer,Female,1887,Asian,Widowed,,1
2428,Part-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Clerk,Female,75727,Black,Single,,1
117,Contract,Zone A,Temporary,Sales,Aerial,CA,Foreman,Male,13902,Asian,Single,,1
1579,Contract,Zone C,Temporary,Production       ,Executive,MA,Chief Operating Officer,Male,72825,Other,Married,,1
1612,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Operator,Female,29345,White,Single,67.73,1
2251,Full-Time,Zone C,Part-Time,Sales,Field Operations,ID,Laborer,Male,90990,White,Single,58.99,1
2405,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Laborer,Male,31155,White,Married,49.84,1
429,Part-Time,Zone C,Part-Time,Executive Office,Wireline Construction,MA,Groundman,Male,57170,Other,Divorced,,1
1639,Contract,Zone A,Full-Time,Production       ,Project Management - Con,MA,Manager,Female,71853,Asian,Single,,1
2827,Full-Time,Zone B,Temporary,Production       ,General - Sga,MA,Administration,Male,25093,Other,Widowed,,0
489,Part-Time,Zone C,Temporary,IT/IS,Project Management - Con,MA,Coordinator,Male,14939,Other,Widowed,,1
1047,Full-Time,Zone C,Part-Time,Production       ,Engineers,MA,Engineer,Female,46511,Hispanic,Married,,0
2361,Contract,Zone C,Full-Time,Production       ,Project Management - Con,MA,Supervisor,Female,87242,Black,Widowed,75.5,0
2110,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,MA,Tower Hand,Female,73238,White,Single,,1
2649,Part-Time,Zone C,Full-Time,Production       ,General - Con,MA,Foreman,Male,3738,White,Married,,1
905,Contract,Zone B,Part-Time,Admin Offices,Wireline Construction,MA,Foreman,Male,12089,Hispanic,Divorced,,1
2454,Contract,Zone B,Full-Time,Production       ,Field Operations,MA,Laborer,Male,19510,Asian,Divorced,,1
385,Contract,Zone B,Full-Time,IT/IS,General - Eng,MA,Administrative,Female,2453,Hispanic,Single,,1
1984,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Lineman,Female,43601,Black,Widowed,,1
981,Contract,Zone B,Part-Time,Production       ,Field Operations,MA,Supervisor,Female,2155,Other,Single,44.81,1
878,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Laborer,Male,1615,White,Married,,0
820,Part-Time,Zone C,Part-Time,Production       ,Wireless,MA,Foreman,Female,94026,Other,Single,,1
1676,Contract,Zone A,Full-Time,Production       ,Field Operations,MA,Construction Manager,Female,49149,Asian,Widowed,,1
1356,Part-Time,Zone C,Part-Time,Production       ,General - Con,MA,Laborer,Female,27170,White,Widowed,43.47,1
890,Full-Time,Zone A,Part-Time,Admin Offices,Aerial,MA,Lineman,Female,2468,Black,Widowed,,1
1956,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Laborer,Male,87927,Asian,Widowed,51.41,1
2637,Contract,Zone A,Full-Time,Production       ,Field Operations,MA,Laborer,Female,76345,Other,Divorced,,1
2079,Full-Time,Zone C,Full-Time,IT/IS,Field Operations,MA,Groundman,Male,76072,White,Single,77.07,1
777,Full-Time,Zone B,Temporary,Production       ,General - Sga,MA,Vp,Male,76112,White,Married,,1
1724,Contract,Zone B,Temporary,Production       ,Fielders,MA,Engineer,Female,47622,Hispanic,Married,74.64,1
636,Full-Time,Zone B,Temporary,Software Engineering,Aerial,MA,Foreman,Female,15748,Black,Single,,1
1599,Contract,Zone A,Full-Time,Production       ,Field Operations,MA,Locator,Female,5306,Hispanic,Married,,1
364,Full-Time,Zone B,Full-Time,Production       ,Finance & Accounting,MA,Administration,Female,32417,Asian,Divorced,46.91,1
2028,Full-Time,Zone B,Full-Time,Production       ,General - Con,MA,Specialist,Female,50307,Hispanic,Single,33.56,1
997,Full-Time,Zone B,Part-Time,Production       ,General - Con,MA,Laborer,Female,60993,Asian,Married,42.39,0
1311,Contract,Zone A,Part-Time,Production       ,General - Eng,MA,Coordinator,Male,2169,White,Single,,0
1627,Contract,Zone C,Temporary,Production       ,Project Management - Con,MA,Coordinator,Female,41617,Black,Married,,1
1799,Contract,Zone A,Full-Time,IT/IS,General - Eng,MA,Administrative,Female,73392,White,Married,64.48,1
1002,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Technician,Female,6668,Hispanic,Divorced,80.9,0
2326,Contract,Zone B,Part-Time,Production       ,Field Operations,MA,Driver,Female,2189,Black,Widowed,40.15,1
1689,Part-Time,Zone C,Full-Time,Production       ,Engineers,MA,Engineer,Female,81288,Black,Divorced,78.82,1
1604,Full-Time,Zone C,Full-Time,Production       ,Project Management - Con,MA,Manager,Male,8786,Asian,Married,,1
2788,Contract,Zone A,Part-Time,Production       ,General - Sga,MA,Administrator,Male,1810,White,Divorced,51.82,1
2253,Contract,Zone A,Full-Time,Sales,Billable Consultants,ID,Engineer,Male,30228,Black,Single,,1
2214,Full-Time,Zone A,Full-Time,Sales,Aerial,AZ,Groundman,Male,23897,Asian,Married,,1
1772,Full-Time,Zone C,Full-Time,Production       ,General - Con,MA,Manager,Female,15120,White,Divorced,47.24,1
258,Full-Time,Zone C,Full-Time,Production       ,Project Management - Con,MA,Coordinator,Male,10600,Asian,Widowed,,1
1657,Contract,Zone B,Full-Time,Production       ,Sales & Marketing,MA,Assistant,Female,77142,Hispanic,Divorced,53.59,1
22,Contract,Zone B,Temporary,Sales,General - Eng,CO,Technician,Male,5168,Black,Single,,0
1473,Full-Time,Zone B,Full-Time,Production       ,General - Con,MA,Clerk,Female,46828,Hispanic,Widowed,,1
2513,Contract,Zone A,Part-Time,Production       ,Yard (Material Handling),MA,Supervisor,Female,2982,Black,Single,52.64,1
710,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Laborer,Male,3187,Black,Single,,1
2273,Full-Time,Zone B,Temporary,Sales,Project Management - Con,MA,Manager,Female,20560,Other,Single,32.98,1
2761,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Laborer,Male,2956,Hispanic,Divorced,46.73,1
2039,Contract,Zone A,Full-Time,Production       ,Fielders,MA,Engineer,Female,17484,White,Widowed,,0
2062,Contract,Zone A,Part-Time,IT/IS,Field Operations,MA,Technician,Male,38550,Hispanic,Single,,1
2676,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Supervisor,Male,87665,Asian,Single,,0
1145,Part-Time,Zone C,Part-Time,Production       ,Fielders,MA,Engineer,Female,18550,Black,Married,73.41,1
1302,Contract,Zone A,Part-Time,Production       ,General - Con,MA,Foreman,Female,1701,Other,Divorced,,0
169,Part-Time,Zone C,Full-Time,Production       ,Splicing,MA,Technician,Male,33998,Other,Single,,1
1237,Full-Time,Zone C,Full-Time,IT/IS,Splicing,MA,Laborer,Male,2597,White,Single,33.23,1
1185,Part-Time,Zone B,Temporary,Production       ,General - Sga,MA,Lineman,Male,76052,White,Single,,1
147,Contract,Zone B,Full-Time,Production       ,Underground,MA,Laborer,Female,2124,Hispanic,Widowed,73.58,0
475,Contract,Zone B,Temporary,Executive Office,Wireline Construction,MA,Groundman,Male,84876,Black,Single,60.9,1
1545,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Laborer,Male,2045,Asian,Single,,1
1029,Full-Time,Zone B,Full-Time,Production       ,Engineers,MA,Engineer,Female,55931,Hispanic,Married,68.39,1
2581,Full-Time,Zone A,Full-Time,Production       ,General - Sga,MA,Construction Manager,Female,96960,Black,Widowed,47.58,1
20,Part-Time,Zone C,Part-Time,Sales,General - Con,TX,Technician,Female,43481,Asian,Widowed,,0
1196,Full-Time,Zone C,Temporary,IT/IS,Finance & Accounting,MA,Intern,Male,2045,Other,Divorced,,1
1478,Part-Time,Zone B,Temporary,Production       ,Wireline Construction,MA,Vp,Female,85085,Asian,Married,52.25,1
1918,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Specialist,Female,7521,Hispanic,Married,53.25,0
2339,Part-Time,Zone A,Full-Time,Production       ,Engineers,MA,Engineer,Female,2021,Hispanic,Married,,0
2252,Contract,Zone A,Part-Time,Sales,General - Con,ID,Foreman,Male,80607,Hispanic,Divorced,,1
2591,Contract,Zone C,Part-Time,Production       ,Project Management - Con,MA,Manager,Female,77355,Black,Widowed,,1
1262,Part-Time,Zone C,Temporary,Admin Offices,Field Operations,MA,Technician,Male,35372,Other,Married,39.72,1
991,Part-Time,Zone C,Temporary,Production       ,Wireline Construction,MA,Project Manager,Female,33720,Other,Married,,1
672,Part-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Laborer,Female,2149,Other,Single,,1
1976,Full-Time,Zone C,Temporary,Production       ,Finance & Accounting,MA,Administrative,Female,48453,Hispanic,Married,,1
350,Contract,Zone C,Temporary,Production       ,Aerial,MA,Lineman,Male,12906,Black,Single,,1
1096,Contract,Zone B,Full-Time,Production       ,People Services,MA,Director,Male,18628,Other,Married,,1
2081,Full-Time,Zone A,Part-Time,IT/IS,Field Operations,MA,Technician,Male,96865,Other,Single,,1
1608,Full-Time,Zone C,Full-Time,Production       ,Aerial,MA,Lineman,Female,44292,Asian,Married,,1
2455,Part-Time,Zone B,Full-Time,Production       ,Shop (Fleet),MA,Welder,Male,85827,Asian,Widowed,,0
2803,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Laborer,Female,55412,White,Single,,0
2199,Full-Time,Zone C,Temporary,Sales,Project Management - Con,TN,Manager,Male,11087,Asian,Widowed,48.73,1
2607,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Foreman,Female,26202,White,Single,57.74,1
1234,Contract,Zone C,Full-Time,IT/IS,Finance & Accounting,MA,Clerk,Male,91255,Hispanic,Divorced,,1
2928,Contract,Zone B,Part-Time,Production       ,Aerial,MA,Technician,Female,34876,White,Divorced,,1
2985,Part-Time,Zone A,Full-Time,Production       ,Shop (Fleet),MA,Mechanic,Female,68155,White,Divorced,,1
2329,Part-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Driller,Male,2155,White,Divorced,,1
2963,Part-Time,Zone B,Temporary,Production       ,Billable Consultants,MA,Engineer,Female,90024,Hispanic,Married,55.25,0
2161,Full-Time,Zone C,Full-Time,Sales,Field Operations,MA,Laborer,Male,90985,Other,Single,,1
994,Contract,Zone C,Full-Time,Production       ,General - Con,MA,Administration,Female,24552,Other,Married,,1
661,Contract,Zone B,Part-Time,Software Engineering,General - Con,MA,Foreman,Female,64815,White,Widowed,33.41,1
2799,Contract,Zone B,Full-Time,Production       ,General - Eng,MA,Technician,Female,50972,Black,Married,,1
619,Full-Time,Zone A,Temporary,Software Engineering,Underground,MA,Laborer,Male,65978,White,Single,,0
2641,Full-Time,Zone A,Temporary,Production       ,Finance & Accounting,MA,Assistant,Male,21620,Asian,Single,77.91,0
812,Part-Time,Zone C,Temporary,Production       ,Splicing,MA,Technician,Female,6735,Hispanic,Single,23.32,0
753,Full-Time,Zone B,Full-Time,Production       ,Underground,MA,Laborer,Male,10449,Hispanic,Single,,1
1109,Contract,Zone C,Part-Time,Production       ,General - Con,MA,Locator,Female,35052,Asian,Single,,1
1313,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Laborer,Female,2132,Other,Married,61.83,1
1071,Full-Time,Zone B,Part-Time,Production       ,Engineers,MA,Director,Female,43193,Black,Married,,1
225,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Supervisor,Male,96845,Other,Married,,0
514,Full-Time,Zone B,Temporary,IT/IS,Field Operations,MA,Laborer,Male,1810,White,Married,,1
1884,Part-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Laborer,Female,85441,Black,Divorced,,1
2865,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Engineer,Male,2769,Asian,Single,,0
2423,Full-Time,Zone C,Part-Time,Production       ,General - Con,MA,Technician,Male,6816,Hispanic,Divorced,,1
883,Part-Time,Zone B,Full-Time,Production       ,General - Con,MA,Technician,Female,21439,Asian,Single,36.16,1
2588,Part-Time,Zone C,Part-Time,Production       ,General - Sga,MA,Clerk,Male,56005,Hispanic,Single,,1
854,Part-Time,Zone A,Part-Time,Production       ,Finance & Accounting,MA,Administrative,Female,30117,White,Widowed,,0
1418,Part-Time,Zone A,Temporary,Production       ,Aerial,MA,Laborer,Female,78947,Black,Single,,1
1315,Part-Time,Zone B,Part-Time,Production       ,Wireline Construction,MA,Laborer,Female,2081,Asian,Divorced,53.91,1
1011,Contract,Zone B,Part-Time,Production       ,Field Operations,MA,Foreman,Male,51453,Asian,Married,,1
2148,Contract,Zone C,Temporary,Sales,Splicing,ID,Splicer,Male,83706,Other,Widowed,,1
1794,Contract,Zone C,Part-Time,IT/IS,Field Operations,MA,Laborer,Female,49637,Hispanic,Single,,1
2346,Full-Time,Zone B,Full-Time,Production       ,Splicing,MA,Laborer,Male,10950,White,Widowed,,1
1324,Contract,Zone C,Temporary,Production       ,General - Con,MA,Lineman,Female,81228,Hispanic,Widowed,,1
259,Part-Time,Zone A,Full-Time,Production       ,Engineers,MA,Director,Male,67909,White,Single,,0
464,Full-Time,Zone C,Temporary,IT/IS,Engineers,MA,Engineer,Male,60107,Other,Single,64.74,1
1003,Part-Time,Zone A,Temporary,Production       ,Yard (Material Handling),MA,Shop,Female,36785,Asian,Single,,0
2695,Contract,Zone C,Part-Time,Production       ,Project Management - Con,MA,Project Manager,Female,18652,White,Single,,0
751,Contract,Zone C,Part-Time,Production       ,Field Operations,MA,Laborer,Male,93796,Other,Single,65.49,0
2654,Part-Time,Zone C,Part-Time,Production       ,Finance & Accounting,MA,Controller,Male,18410,White,Widowed,,1
1449,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Operator,Female,40691,Hispanic,Single,,0
1355,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Groundman,Female,69805,Other,Married,74.4,0
2691,Part-Time,Zone A,Full-Time,Production       ,Catv,MA,Technician,Female,48848,Black,Divorced,,0
1531,Contract,Zone B,Full-Time,Production       ,Sales & Marketing,MA,Assistant,Female,2170,Other,Married,,1
1527,Part-Time,Zone C,Temporary,Production       ,Finance & Accounting,MA,Administration,Female,2129,Other,Divorced,,0
2392,Full-Time,Zone C,Part-Time,Production       ,General - Con,MA,Flagger,Male,74805,White,Widowed,24.84,1
1621,Contract,Zone B,Part-Time,Production       ,Aerial,MA,Laborer,Female,4321,Asian,Married,29.58,1
1383,Full-Time,Zone A,Part-Time,Production       ,General - Con,MA,Engineer,Male,22860,Black,Divorced,,1
734,Contract,Zone B,Part-Time,Production       ,Yard (Material Handling),MA,Runner,Female,78453,Other,Widowed,,1
2732,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Groundman,Female,24940,Asian,Married,,1
2042,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Supervisor,Male,74482,Hispanic,Divorced,23.75,1
2526,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Technician,Male,95723,Other,Widowed,,1
2527,Part-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Coordinator,Female,10422,Black,Widowed,69.23,1
2082,Part-Time,Zone C,Full-Time,Software Engineering,Billable Consultants,MA,Engineer,Female,68690,Hispanic,Married,,1
317,Part-Time,Zone B,Full-Time,Production       ,Aerial,MA,Lineman,Female,50967,Asian,Widowed,,1
2560,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),MA,Welder,Male,2180,Other,Single,,1
200,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Supervisor,Female,52646,Black,Married,,0
730,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,MA,Manager,Male,39746,Hispanic,Married,,1
301,Contract,Zone A,Part-Time,Production       ,Splicing,MA,Laborer,Male,39843,Hispanic,Divorced,57.5,1
1191,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Laborer,Male,58121,White,Widowed,,1
1242,Part-Time,Zone A,Temporary,IT/IS,Field Operations,MA,Executive Assistant,Male,78813,Asian,Divorced,,1
936,Full-Time,Zone A,Full-Time,Admin Offices,General - Con,MA,Laborer,Female,82125,Asian,Divorced,,1
2499,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Driver,Male,27671,Black,Widowed,25.39,0
1824,Part-Time,Zone B,Temporary,IT/IS,Project Management - Con,MA,Program Manager,Female,81938,Hispanic,Divorced,46.81,1
303,Contract,Zone B,Temporary,Production       ,Fielders,MA,Engineer,Male,2548,Black,Widowed,59.39,1
1097,Full-Time,Zone A,Temporary,Production       ,Engineers,MA,Engineer,Female,5112,Other,Single,,1
280,Contract,Zone B,Temporary,Production       ,Engineers,MA,Manager,Male,81280,Asian,Divorced,29.97,1
556,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,MA,Technician,Female,62116,Hispanic,Married,60.08,1
2239,Part-Time,Zone C,Full-Time,Sales,Yard (Material Handling),WA,Runner,Female,91544,Other,Single,,1
2902,Part-Time,Zone B,Full-Time,Production       ,General - Sga,MA,Coordinator,Male,90483,Hispanic,Divorced,46.4,1
2157,Part-Time,Zone C,Part-Time,Sales,Engineers,ME,Engineer,Male,4063,White,Single,,1
694,Part-Time,Zone C,Full-Time,Production       ,Aerial,MA,Lineman,Female,87582,Hispanic,Widowed,,1
2520,Part-Time,Zone C,Temporary,Production       ,Wireline Construction,MA,Foreman,Male,11214,Asian,Divorced,,1
2089,Full-Time,Zone C,Temporary,IT/IS,Field Operations,MA,Laborer,Male,41482,Hispanic,Widowed,,1
719,Contract,Zone C,Part-Time,Production       ,Field Operations,MA,Groundman,Male,81317,Hispanic,Divorced,61.23,1
